date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:09:13	4879/4879	---M--	200	added ('OK')	image/png	etag:%226336dc58-130f%22	http://layerdrops.com/agrionhtml/main-html/assets/images/resources/logo-2.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/resources/logo-2.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:14	100357/100357	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-18805%22	http://layerdrops.com/agrionhtml/main-html/index-one-page.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/index-one-page.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:15	101719/101719	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-18d57%22	http://layerdrops.com/agrionhtml/main-html/index2-one-page.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/index2-one-page.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:15	99985/99985	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-18691%22	http://layerdrops.com/agrionhtml/main-html/index3.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/index3.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:16	96746/96746	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-179ea%22	http://layerdrops.com/agrionhtml/main-html/index3-one-page.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/index3-one-page.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:19	32445/32445	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-7ebd%22	http://layerdrops.com/agrionhtml/main-html/assets/images/home-showcase/home-showcase-1-1.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/home-showcase/home-showcase-1-1.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:20	104337/104337	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-19791%22	http://layerdrops.com/agrionhtml/main-html/index-dark.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/index-dark.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:20	28736/28736	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-7040%22	http://layerdrops.com/agrionhtml/main-html/assets/images/home-showcase/home-showcase-1-3.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/home-showcase/home-showcase-1-3.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:20	32727/32727	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-7fd7%22	http://layerdrops.com/agrionhtml/main-html/assets/images/home-showcase/home-showcase-1-2.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/home-showcase/home-showcase-1-2.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:20	76528/76528	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-12af0%22	http://layerdrops.com/agrionhtml/main-html/about.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/about.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:20	32215/32215	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-7dd7%22	http://layerdrops.com/agrionhtml/main-html/assets/images/home-showcase/home-showcase-1-4.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/home-showcase/home-showcase-1-4.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:21	61847/61847	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-f197%22	http://layerdrops.com/agrionhtml/main-html/services.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/services.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:21	52690/52690	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-cdd2%22	http://layerdrops.com/agrionhtml/main-html/services-carousel.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/services-carousel.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:21	51534/51534	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-c94e%22	http://layerdrops.com/agrionhtml/main-html/agriculture-products.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/agriculture-products.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:22	51518/51518	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-c93e%22	http://layerdrops.com/agrionhtml/main-html/organic-products.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/organic-products.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:22	51518/51518	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-c93e%22	http://layerdrops.com/agrionhtml/main-html/fresh-vegetables.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/fresh-vegetables.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:22	51510/51510	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-c936%22	http://layerdrops.com/agrionhtml/main-html/dairy-products.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/dairy-products.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:23	48609/48609	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-bde1%22	http://layerdrops.com/agrionhtml/main-html/project-01.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/project-01.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:23	47534/47534	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-b9ae%22	http://layerdrops.com/agrionhtml/main-html/project-02.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/project-02.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:23	52331/52331	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-cc6b%22	http://layerdrops.com/agrionhtml/main-html/project-carousel.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/project-carousel.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:23	59059/59059	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-e6b3%22	http://layerdrops.com/agrionhtml/main-html/project-details.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/project-details.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:24	56144/56144	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-db50%22	http://layerdrops.com/agrionhtml/main-html/farmers.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/farmers.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:24	64068/64068	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-fa44%22	http://layerdrops.com/agrionhtml/main-html/farmers-carousel.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/farmers-carousel.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:24	51048/51048	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-c768%22	http://layerdrops.com/agrionhtml/main-html/testimonials.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/testimonials.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:24	56752/56752	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-ddb0%22	http://layerdrops.com/agrionhtml/main-html/testimonials-carousel.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/testimonials-carousel.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:25	49721/49721	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-c239%22	http://layerdrops.com/agrionhtml/main-html/faq.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/faq.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:25	42296/42296	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-a538%22	http://layerdrops.com/agrionhtml/main-html/404.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/404.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:25	49961/49961	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-c329%22	http://layerdrops.com/agrionhtml/main-html/blog.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/blog.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:25	54783/54783	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-d5ff%22	http://layerdrops.com/agrionhtml/main-html/blog-carousel.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/blog-carousel.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:26	58363/58363	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-e3fb%22	http://layerdrops.com/agrionhtml/main-html/blog-sidebar.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/blog-sidebar.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:26	58144/58144	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-e320%22	http://layerdrops.com/agrionhtml/main-html/blog-details.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/blog-details.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:26	62807/62807	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-f557%22	http://layerdrops.com/agrionhtml/main-html/products.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/products.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:27	53415/53415	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-d0a7%22	http://layerdrops.com/agrionhtml/main-html/product-details.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/product-details.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:27	46520/46520	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-b5b8%22	http://layerdrops.com/agrionhtml/main-html/cart.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/cart.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:27	57539/57539	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-e0c3%22	http://layerdrops.com/agrionhtml/main-html/checkout.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/checkout.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:27	47190/47190	---MCZ	200	added ('OK')	text/html	etag:W/%226336dc58-b856%22	http://layerdrops.com/agrionhtml/main-html/contact.html	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/contact.html	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:28	2185/2185	---M--	200	added ('OK')	image/png	etag:%226336dc58-889%22	http://layerdrops.com/agrionhtml/main-html/assets/images/shapes/main-slider-two-shape-1.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/shapes/main-slider-two-shape-1.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:55	155477/155477	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-25f55%22	http://layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/feature-two-bg.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/feature-two-bg.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:09:57	14634/14634	---M--	200	added ('OK')	image/png	etag:%226336dc58-392a%22	http://layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/about-two-bg-1.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/about-two-bg-1.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:02	210039/210039	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-33477%22	http://layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/main-slider-2-2.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/main-slider-2-2.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:02	1631/1631	---M--	200	added ('OK')	image/png	etag:%226336dc58-65f%22	http://layerdrops.com/agrionhtml/main-html/assets/images/icon/section-title-icon-1.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/icon/section-title-icon-1.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:11	83478/83478	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-14616%22	http://layerdrops.com/agrionhtml/main-html/assets/images/resources/about-one-1.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/resources/about-one-1.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:11	266299/266299	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-4103b%22	http://layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/main-slider-2-3.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/main-slider-2-3.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:27	91866/91866	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-166da%22	http://layerdrops.com/agrionhtml/main-html/assets/images/services/services-two-2.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/services/services-two-2.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:28	100792/100792	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-189b8%22	http://layerdrops.com/agrionhtml/main-html/assets/images/services/services-two-1.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/services/services-two-1.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:31	419734/419734	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-66796%22	http://layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/main-slider-2-1.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/main-slider-2-1.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:31	180931/180931	---M--	200	added ('OK')	image/png	etag:%226336dc58-2c2c3%22	http://layerdrops.com/agrionhtml/main-html/assets/images/shapes/services-two-shape-1.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/shapes/services-two-shape-1.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:36	29262/29262	---M--	200	added ('OK')	image/png	etag:%226336dc58-724e%22	http://layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/provide-one-shape-1.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/provide-one-shape-1.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:36	431/431	---M--	200	added ('OK')	image/png	etag:%226336dc58-1af%22	http://layerdrops.com/agrionhtml/main-html/assets/images/resources/video-one-1.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/resources/video-one-1.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:43	90944/90944	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-16340%22	http://layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/provide-one-bg.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/provide-one-bg.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:45	114265/114265	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-1be59%22	http://layerdrops.com/agrionhtml/main-html/assets/images/services/services-two-3.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/services/services-two-3.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:48	33620/33620	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-8354%22	http://layerdrops.com/agrionhtml/main-html/assets/images/resources/faq-one-1.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/resources/faq-one-1.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:10:54	54366/54366	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-d45e%22	http://layerdrops.com/agrionhtml/main-html/assets/images/project/project-two-1.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/project/project-two-1.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:11:01	76826/76826	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-12c1a%22	http://layerdrops.com/agrionhtml/main-html/assets/images/project/project-two-2.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/project/project-two-2.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:11:05	181640/181640	---M--	200	added ('OK')	image/png	etag:%226336dc58-2c588%22	http://layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/faq-one-bg.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/backgrounds/faq-one-bg.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:11:06	2117/2117	---M--	200	added ('OK')	image/png	etag:%226336dc58-845%22	http://layerdrops.com/agrionhtml/main-html/assets/images/shapes/team-one-shape-1.png	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/shapes/team-one-shape-1.png	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:11:07	80249/80249	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-13979%22	http://layerdrops.com/agrionhtml/main-html/assets/images/project/project-two-3.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/project/project-two-3.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
15:11:11	57438/57438	---M--	200	added ('OK')	image/jpeg	etag:%226336dc58-e05e%22	http://layerdrops.com/agrionhtml/main-html/assets/images/project/project-two-4.jpg	D:/Projects/Koshish/layerdrops.com/agrionhtml/main-html/assets/images/project/project-two-4.jpg	(from http://layerdrops.com/agrionhtml/main-html/index2.html)
